"Date","DISVX"
"1999-05-26",9326.44
"1999-05-27",9338.02
"1999-05-28",9303.3
"1999-06-01",9430.59
"1999-06-02",9395.87
"1999-06-03",9361.16
"1999-06-04",9349.59
"1999-06-07",9419.01
"1999-06-08",9511.58
"1999-06-09",9569.44
"1999-06-10",9673.58
"1999-06-11",9754.58
"1999-06-14",9731.44
"1999-06-15",9685.15
"1999-06-16",9719.87
"1999-06-17",9789.29
"1999-06-18",9812.44
"1999-06-21",9835.58
"1999-06-22",9858.72
"1999-06-23",9881.87
"1999-06-24",9870.29
"1999-06-25",9905.01
"1999-06-28",9893.44
"1999-06-29",9916.58
"1999-06-30",9916.58
"1999-07-01",9962.86
"1999-07-02",10009.15
"1999-07-06",10009.15
"1999-07-07",9986.01
"1999-07-08",9974.44
"1999-07-09",10009.15
"1999-07-12",10009.15
"1999-07-13",10020.72
"1999-07-14",10067.01
"1999-07-15",10101.72
"1999-07-16",10032.29
"1999-07-19",10067.01
"1999-07-20",10159.58
"1999-07-21",10194.29
"1999-07-22",10148
"1999-07-23",10113.29
"1999-07-26",10148
"1999-07-27",10113.29
"1999-07-28",10148
"1999-07-29",10229
"1999-07-30",10240.57
"1999-08-02",10171.15
"1999-08-03",10148
"1999-08-04",10182.72
"1999-08-05",10078.58
"1999-08-06",10043.86
"1999-08-09",9997.58
"1999-08-10",9997.58
"1999-08-11",9939.72
"1999-08-12",10009.15
"1999-08-13",9986.01
"1999-08-16",10090.15
"1999-08-17",10043.86
"1999-08-18",10124.86
"1999-08-19",10171.15
"1999-08-20",10252.15
"1999-08-23",10286.86
"1999-08-24",10263.72
"1999-08-25",10240.57
"1999-08-26",10205.86
"1999-08-27",10205.86
"1999-08-30",10217.43
"1999-08-31",10286.86
"1999-09-01",10344.72
"1999-09-02",10356.29
"1999-09-03",10275.29
"1999-09-07",10321.57
"1999-09-08",10286.86
"1999-09-09",10367.86
"1999-09-10",10333.14
"1999-09-13",10367.86
"1999-09-14",10367.86
"1999-09-15",10344.72
"1999-09-16",10275.29
"1999-09-17",10263.72
"1999-09-20",10275.29
"1999-09-21",10321.57
"1999-09-22",10252.15
"1999-09-23",10240.57
"1999-09-24",10136.43
"1999-09-27",10067.01
"1999-09-28",10113.29
"1999-09-29",10090.15
"1999-09-30",10229
"1999-10-01",10298.43
"1999-10-04",10252.15
"1999-10-05",10217.43
"1999-10-06",10217.43
"1999-10-07",10263.72
"1999-10-08",10217.43
"1999-10-11",10240.57
"1999-10-12",10286.86
"1999-10-13",10194.29
"1999-10-14",10205.86
"1999-10-15",10205.86
"1999-10-18",10055.43
"1999-10-19",10032.29
"1999-10-20",10078.58
"1999-10-21",10067.01
"1999-10-22",10032.29
"1999-10-25",10078.58
"1999-10-26",10032.29
"1999-10-27",9997.58
"1999-10-28",9962.86
"1999-10-29",10043.86
"1999-11-01",10055.43
"1999-11-02",10067.01
"1999-11-03",10055.43
"1999-11-04",10067.01
"1999-11-05",9986.01
"1999-11-08",9939.72
"1999-11-09",9986.01
"1999-11-10",9997.58
"1999-11-11",9905.01
"1999-11-12",9824.01
"1999-11-15",9777.72
"1999-11-16",9800.87
"1999-11-17",9962.86
"1999-11-18",9986.01
"1999-11-19",9962.86
"1999-11-22",10020.72
"1999-11-23",9997.58
"1999-11-24",9881.87
"1999-11-26",9870.29
"1999-11-29",9847.15
"1999-11-30",9824.01
"1999-12-01",9824.01
"1999-12-02",9812.44
"1999-12-03",9847.15
"1999-12-06",9939.72
"1999-12-07",9951.29
"1999-12-08",9939.72
"1999-12-09",9893.44
"1999-12-10",9916.58
"1999-12-13",9858.72
"1999-12-14",9777.72
"1999-12-15",9685.15
"1999-12-16",9754.58
"1999-12-17",9719.87
"1999-12-20",9700.2
"1999-12-21",9700.2
"1999-12-22",9735.77
"1999-12-23",9783.21
"1999-12-27",9806.92
"1999-12-28",9806.92
"1999-12-29",9806.92
"1999-12-30",9854.36
"1999-12-31",9889.93
"2000-01-03",9984.8
"2000-01-04",9949.22
"2000-01-05",9842.5
"2000-01-06",9830.64
"2000-01-07",9901.79
"2000-01-10",9961.08
"2000-01-11",10008.52
"2000-01-12",9972.94
"2000-01-13",10032.23
"2000-01-14",10032.23
"2000-01-18",10127.1
"2000-01-19",10079.67
"2000-01-20",10138.96
"2000-01-21",10079.67
"2000-01-24",10055.95
"2000-01-25",9972.94
"2000-01-26",9972.94
"2000-01-27",9913.65
"2000-01-28",9806.92
"2000-01-31",9735.77
"2000-02-01",9700.2
"2000-02-02",9700.2
"2000-02-03",9759.49
"2000-02-04",9735.77
"2000-02-07",9712.05
"2000-02-08",9735.77
"2000-02-09",9723.91
"2000-02-10",9688.34
"2000-02-11",9664.62
"2000-02-14",9640.9
"2000-02-15",9605.33
"2000-02-16",9581.61
"2000-02-17",9581.61
"2000-02-18",9557.89
"2000-02-22",9546.04
"2000-02-23",9581.61
"2000-02-24",9557.89
"2000-02-25",9534.18
"2000-02-28",9486.74
"2000-02-29",9498.6
"2000-03-01",9617.19
"2000-03-02",9629.05
"2000-03-03",9664.62
"2000-03-06",9664.62
"2000-03-07",9664.62
"2000-03-08",9629.05
"2000-03-09",9735.77
"2000-03-10",9806.92
"2000-03-13",9759.49
"2000-03-14",9735.77
"2000-03-15",9688.34
"2000-03-16",9712.05
"2000-03-17",9771.35
"2000-03-20",9759.49
"2000-03-21",9759.49
"2000-03-22",9735.77
"2000-03-23",9759.49
"2000-03-24",9795.06
"2000-03-27",9901.79
"2000-03-28",9913.65
"2000-03-29",9866.21
"2000-03-30",9818.78
"2000-03-31",9866.21
"2000-04-03",9783.21
"2000-04-04",9723.91
"2000-04-05",9688.34
"2000-04-06",9712.05
"2000-04-07",9747.63
"2000-04-10",9759.49
"2000-04-11",9723.91
"2000-04-12",9759.49
"2000-04-13",9712.05
"2000-04-14",9712.05
"2000-04-17",9356.3
"2000-04-18",9427.45
"2000-04-19",9427.45
"2000-04-20",9451.17
"2000-04-24",9380.02
"2000-04-25",9380.02
"2000-04-26",9368.16
"2000-04-27",9285.15
"2000-04-28",9249.58
"2000-05-01",9356.3
"2000-05-02",9356.3
"2000-05-03",9297.01
"2000-05-04",9320.73
"2000-05-05",9332.58
"2000-05-08",9344.44
"2000-05-09",9368.16
"2000-05-10",9368.16
"2000-05-11",9285.15
"2000-05-12",9368.16
"2000-05-15",9415.59
"2000-05-16",9427.45
"2000-05-17",9356.3
"2000-05-18",9368.16
"2000-05-19",9356.3
"2000-05-22",9344.44
"2000-05-23",9368.16
"2000-05-24",9237.72
"2000-05-25",9273.29
"2000-05-26",9344.44
"2000-05-30",9439.31
"2000-05-31",9391.88
"2000-06-01",9427.45
"2000-06-02",9557.89
"2000-06-05",9640.9
"2000-06-06",9783.21
"2000-06-07",9818.78
"2000-06-08",9806.92
"2000-06-09",9818.78
"2000-06-12",9925.51
"2000-06-13",9961.08
"2000-06-14",9961.08
"2000-06-15",9925.51
"2000-06-16",10008.52
"2000-06-19",10020.37
"2000-06-20",10020.37
"2000-06-21",9984.8
"2000-06-22",9984.8
"2000-06-23",9961.08
"2000-06-26",9937.36
"2000-06-27",10008.52
"2000-06-28",10067.81
"2000-06-29",10138.96
"2000-06-30",10210.11
"2000-07-03",10269.4
"2000-07-05",10233.83
"2000-07-06",10221.97
"2000-07-07",10210.11
"2000-07-10",10293.12
"2000-07-11",10316.83
"2000-07-12",10281.26
"2000-07-13",10174.53
"2000-07-14",10198.25
"2000-07-17",10162.67
"2000-07-18",10079.67
"2000-07-19",10044.09
"2000-07-20",10067.81
"2000-07-21",10091.52
"2000-07-24",10044.09
"2000-07-25",10079.67
"2000-07-26",10079.67
"2000-07-27",10020.37
"2000-07-28",9878.07
"2000-07-31",9830.64
"2000-08-01",9889.93
"2000-08-02",9830.64
"2000-08-03",9783.21
"2000-08-04",9842.5
"2000-08-07",9878.07
"2000-08-08",9842.5
"2000-08-09",9854.36
"2000-08-10",9913.65
"2000-08-11",9937.36
"2000-08-14",9949.22
"2000-08-15",10032.23
"2000-08-16",10091.52
"2000-08-17",10079.67
"2000-08-18",10067.81
"2000-08-21",10067.81
"2000-08-22",10067.81
"2000-08-23",10032.23
"2000-08-24",10103.38
"2000-08-25",10115.24
"2000-08-28",10091.52
"2000-08-29",10055.95
"2000-08-30",10020.37
"2000-08-31",10008.52
"2000-09-01",10079.67
"2000-09-05",9996.66
"2000-09-06",9949.22
"2000-09-07",9901.79
"2000-09-08",9866.21
"2000-09-11",9771.35
"2000-09-12",9700.2
"2000-09-13",9688.34
"2000-09-14",9652.76
"2000-09-15",9652.76
"2000-09-18",9569.75
"2000-09-19",9581.61
"2000-09-20",9605.33
"2000-09-21",9605.33
"2000-09-22",9629.05
"2000-09-25",9652.76
"2000-09-26",9652.76
"2000-09-27",9617.19
"2000-09-28",9605.33
"2000-09-29",9688.34
"2000-10-02",9664.62
"2000-10-03",9629.05
"2000-10-04",9581.61
"2000-10-05",9546.04
"2000-10-06",9546.04
"2000-10-09",9498.6
"2000-10-10",9474.89
"2000-10-11",9439.31
"2000-10-12",9356.3
"2000-10-13",9261.43
"2000-10-16",9237.72
"2000-10-17",9202.14
"2000-10-18",9107.27
"2000-10-19",9071.7
"2000-10-20",9142.85
"2000-10-23",9142.85
"2000-10-24",9166.57
"2000-10-25",9083.56
"2000-10-26",9071.7
"2000-10-27",9142.85
"2000-10-30",9166.57
"2000-10-31",9178.43
"2000-11-01",9320.73
"2000-11-02",9356.3
"2000-11-03",9427.45
"2000-11-06",9463.03
"2000-11-07",9451.17
"2000-11-08",9427.45
"2000-11-09",9403.74
"2000-11-10",9391.88
"2000-11-13",9332.58
"2000-11-14",9332.58
"2000-11-15",9332.58
"2000-11-16",9273.29
"2000-11-17",9273.29
"2000-11-20",9225.86
"2000-11-21",9166.57
"2000-11-22",9154.71
"2000-11-24",9166.57
"2000-11-27",9273.29
"2000-11-28",9285.15
"2000-11-29",9249.58
"2000-11-30",9297.01
"2000-12-01",9415.59
"2000-12-04",9510.46
"2000-12-05",9486.74
"2000-12-06",9510.46
"2000-12-07",9510.46
"2000-12-08",9510.46
"2000-12-11",9546.04
"2000-12-12",9498.6
"2000-12-13",9463.03
"2000-12-14",9510.46
"2000-12-15",9510.46
"2000-12-18",9458.88
"2000-12-19",9370.95
"2000-12-20",9383.51
"2000-12-21",9345.82
"2000-12-22",9408.63
"2000-12-26",9458.88
"2000-12-27",9471.44
"2000-12-28",9471.44
"2000-12-29",9584.49
"2001-01-02",9622.18
"2001-01-03",9571.93
"2001-01-04",9584.49
"2001-01-05",9647.3
"2001-01-08",9659.86
"2001-01-09",9559.37
"2001-01-10",9559.37
"2001-01-11",9546.81
"2001-01-12",9559.37
"2001-01-16",9571.93
"2001-01-17",9559.37
"2001-01-18",9672.42
"2001-01-19",9684.99
"2001-01-22",9684.99
"2001-01-23",9722.67
"2001-01-24",9622.18
"2001-01-25",9659.86
"2001-01-26",9659.86
"2001-01-29",9697.55
"2001-01-30",9747.79
"2001-01-31",9848.29
"2001-02-01",9948.78
"2001-02-02",9911.09
"2001-02-05",9948.78
"2001-02-06",9923.66
"2001-02-07",9898.53
"2001-02-08",9798.04
"2001-02-09",9798.04
"2001-02-12",9848.29
"2001-02-13",9835.72
"2001-02-14",9848.29
"2001-02-15",9823.16
"2001-02-16",9885.97
"2001-02-20",9885.97
"2001-02-21",9860.85
"2001-02-22",9798.04
"2001-02-23",9848.29
"2001-02-26",9898.53
"2001-02-27",9973.9
"2001-02-28",9948.78
"2001-03-01",9961.34
"2001-03-02",9948.78
"2001-03-05",9911.09
"2001-03-06",9986.46
"2001-03-07",9948.78
"2001-03-08",9999.03
"2001-03-09",10024.15
"2001-03-12",9885.97
"2001-03-13",9684.99
"2001-03-14",9571.93
"2001-03-15",9534.25
"2001-03-16",9458.88
"2001-03-19",9471.44
"2001-03-20",9484
"2001-03-21",9496.56
"2001-03-22",9257.89
"2001-03-23",9408.63
"2001-03-26",9546.81
"2001-03-27",9597.05
"2001-03-28",9584.49
"2001-03-29",9509.12
"2001-03-30",9433.75
"2001-04-02",9408.63
"2001-04-03",9446.32
"2001-04-04",9534.25
"2001-04-05",9634.74
"2001-04-06",9697.55
"2001-04-09",9647.3
"2001-04-10",9647.3
"2001-04-11",9684.99
"2001-04-12",9798.04
"2001-04-16",9760.36
"2001-04-17",9772.92
"2001-04-18",9823.16
"2001-04-19",9948.78
"2001-04-20",9999.03
"2001-04-23",9999.03
"2001-04-24",10024.15
"2001-04-25",10086.96
"2001-04-26",10174.89
"2001-04-27",10112.08
"2001-04-30",10137.2
"2001-05-01",10275.38
"2001-05-02",10300.5
"2001-05-03",10325.63
"2001-05-04",10338.19
"2001-05-07",10313.07
"2001-05-08",10237.7
"2001-05-09",10174.89
"2001-05-10",10200.01
"2001-05-11",10187.45
"2001-05-14",10112.08
"2001-05-15",10162.33
"2001-05-16",10174.89
"2001-05-17",10250.26
"2001-05-18",10237.7
"2001-05-21",10300.5
"2001-05-22",10275.38
"2001-05-23",10325.63
"2001-05-24",10300.5
"2001-05-25",10300.5
"2001-05-29",10275.38
"2001-05-30",10225.13
"2001-05-31",10187.45
"2001-06-01",10187.45
"2001-06-04",10187.45
"2001-06-05",10200.01
"2001-06-06",10187.45
"2001-06-07",10225.13
"2001-06-08",10237.7
"2001-06-11",10174.89
"2001-06-12",10112.08
"2001-06-13",10162.33
"2001-06-14",10187.45
"2001-06-15",10112.08
"2001-06-18",10074.39
"2001-06-19",10061.83
"2001-06-20",9973.9
"2001-06-21",10024.15
"2001-06-22",10112.08
"2001-06-25",10187.45
"2001-06-26",10174.89
"2001-06-27",10137.2
"2001-06-28",10049.27
"2001-06-29",10099.52
"2001-07-02",10086.96
"2001-07-03",10086.96
"2001-07-05",9961.34
"2001-07-06",9911.09
"2001-07-09",9885.97
"2001-07-10",9936.22
"2001-07-11",9936.22
"2001-07-12",9936.22
"2001-07-13",9923.66
"2001-07-16",9923.66
"2001-07-17",9860.85
"2001-07-18",9923.66
"2001-07-19",9936.22
"2001-07-20",9961.34
"2001-07-23",9823.16
"2001-07-24",9860.85
"2001-07-25",9885.97
"2001-07-26",9873.41
"2001-07-27",9873.41
"2001-07-30",9798.04
"2001-07-31",9873.41
"2001-08-01",9961.34
"2001-08-02",10061.83
"2001-08-03",10049.27
"2001-08-06",9999.03
"2001-08-07",9986.46
"2001-08-08",9999.03
"2001-08-09",9986.46
"2001-08-10",10061.83
"2001-08-13",10036.71
"2001-08-14",10086.96
"2001-08-15",10237.7
"2001-08-16",10212.57
"2001-08-17",10225.13
"2001-08-20",10137.2
"2001-08-21",10200.01
"2001-08-22",10250.26
"2001-08-23",10212.57
"2001-08-24",10225.13
"2001-08-27",10237.7
"2001-08-28",10212.57
"2001-08-29",10212.57
"2001-08-30",10137.2
"2001-08-31",10086.96
"2001-09-04",9898.53
"2001-09-05",9785.48
"2001-09-06",9735.23
"2001-09-07",9735.23
"2001-09-10",9521.68
"2001-09-17",9031.78
"2001-09-18",9056.91
"2001-09-19",9144.84
"2001-09-20",8994.1
"2001-09-21",8717.74
"2001-09-24",8767.99
"2001-09-25",8881.04
"2001-09-26",8918.73
"2001-09-27",8868.48
"2001-09-28",8981.54
"2001-10-01",9056.91
"2001-10-02",9069.47
"2001-10-03",9094.59
"2001-10-04",9182.52
"2001-10-05",9207.65
"2001-10-08",9182.52
"2001-10-09",9169.96
"2001-10-10",9094.59
"2001-10-11",9132.28
"2001-10-12",9182.52
"2001-10-15",9195.08
"2001-10-16",9220.21
"2001-10-17",9257.89
"2001-10-18",9169.96
"2001-10-19",9132.28
"2001-10-22",9107.15
"2001-10-23",9157.4
"2001-10-24",9195.08
"2001-10-25",9283.01
"2001-10-26",9270.45
"2001-10-29",9308.14
"2001-10-30",9270.45
"2001-10-31",9232.77
"2001-11-01",9232.77
"2001-11-02",9220.21
"2001-11-05",9232.77
"2001-11-06",9257.89
"2001-11-07",9270.45
"2001-11-08",9257.89
"2001-11-09",9245.33
"2001-11-12",9207.65
"2001-11-13",9132.28
"2001-11-14",9169.96
"2001-11-15",9195.08
"2001-11-16",9195.08
"2001-11-19",9195.08
"2001-11-20",9220.21
"2001-11-21",9182.52
"2001-11-23",9157.4
"2001-11-26",9245.33
"2001-11-27",9270.45
"2001-11-28",9232.77
"2001-11-29",9207.65
"2001-11-30",9283.01
"2001-12-03",9169.96
"2001-12-04",9182.52
"2001-12-05",9232.77
"2001-12-06",9295.58
"2001-12-07",9257.89
"2001-12-10",9207.65
"2001-12-11",9169.96
"2001-12-12",9220.21
"2001-12-13",9169.96
"2001-12-14",9107.15
"2001-12-17",9066.96
"2001-12-18",9028.32
"2001-12-19",8976.8
"2001-12-20",9015.44
"2001-12-21",8976.8
"2001-12-24",8938.16
"2001-12-26",8912.41
"2001-12-27",9015.44
"2001-12-28",9079.83
"2001-12-31",9144.23
"2002-01-02",9182.87
"2002-01-03",9234.38
"2002-01-04",9285.9
"2002-01-07",9298.78
"2002-01-08",9221.51
"2002-01-09",9195.75
"2002-01-10",9182.87
"2002-01-11",9182.87
"2002-01-14",9182.87
"2002-01-15",9118.47
"2002-01-16",9066.96
"2002-01-17",9054.08
"2002-01-18",9131.35
"2002-01-22",9118.47
"2002-01-23",9118.47
"2002-01-24",9105.59
"2002-01-25",9066.96
"2002-01-28",9092.71
"2002-01-29",9079.83
"2002-01-30",9041.2
"2002-01-31",9054.08
"2002-02-01",9054.08
"2002-02-04",9079.83
"2002-02-05",9028.32
"2002-02-06",9028.32
"2002-02-07",9041.2
"2002-02-08",9066.96
"2002-02-11",9131.35
"2002-02-12",9221.51
"2002-02-13",9260.14
"2002-02-14",9311.66
"2002-02-15",9337.42
"2002-02-19",9285.9
"2002-02-20",9247.26
"2002-02-21",9311.66
"2002-02-22",9337.42
"2002-02-25",9311.66
"2002-02-26",9311.66
"2002-02-27",9376.06
"2002-02-28",9414.69
"2002-03-01",9491.97
"2002-03-04",9672.28
"2002-03-05",9659.4
"2002-03-06",9710.92
"2002-03-07",9904.1
"2002-03-08",9878.34
"2002-03-11",9942.74
"2002-03-12",9865.47
"2002-03-13",9826.83
"2002-03-14",9865.47
"2002-03-15",9904.1
"2002-03-18",9865.47
"2002-03-19",9904.1
"2002-03-20",9916.98
"2002-03-21",9891.22
"2002-03-22",9865.47
"2002-03-25",9826.83
"2002-03-26",9813.95
"2002-03-27",9865.47
"2002-03-28",9865.47
"2002-04-01",9801.07
"2002-04-02",9813.95
"2002-04-03",9852.59
"2002-04-04",9916.98
"2002-04-05",9955.62
"2002-04-08",9916.98
"2002-04-09",9904.1
"2002-04-10",9968.5
"2002-04-11",9942.74
"2002-04-12",9916.98
"2002-04-15",9942.74
"2002-04-16",10007.14
"2002-04-17",10097.29
"2002-04-18",10148.81
"2002-04-19",10161.69
"2002-04-22",10213.2
"2002-04-23",10213.2
"2002-04-24",10238.96
"2002-04-25",10277.6
"2002-04-26",10277.6
"2002-04-29",10264.72
"2002-04-30",10251.84
"2002-05-01",10329.12
"2002-05-02",10342
"2002-05-03",10419.27
"2002-05-06",10432.15
"2002-05-07",10342
"2002-05-08",10342
"2002-05-09",10367.75
"2002-05-10",10406.39
"2002-05-13",10380.63
"2002-05-14",10329.12
"2002-05-15",10419.27
"2002-05-16",10496.55
"2002-05-17",10651.1
"2002-05-20",10689.73
"2002-05-21",10741.25
"2002-05-22",10818.53
"2002-05-23",10779.89
"2002-05-24",10844.28
"2002-05-28",10921.56
"2002-05-29",10895.8
"2002-05-30",10921.56
"2002-05-31",10895.8
"2002-06-03",10960.2
"2002-06-04",10895.8
"2002-06-05",10857.16
"2002-06-06",10857.16
"2002-06-07",10805.65
"2002-06-10",10779.89
"2002-06-11",10779.89
"2002-06-12",10741.25
"2002-06-13",10689.73
"2002-06-14",10573.82
"2002-06-17",10457.91
"2002-06-18",10522.3
"2002-06-19",10457.91
"2002-06-20",10522.3
"2002-06-21",10548.06
"2002-06-24",10573.82
"2002-06-25",10548.06
"2002-06-26",10548.06
"2002-06-27",10560.94
"2002-06-28",10702.61
"2002-07-01",10728.37
"2002-07-02",10689.73
"2002-07-03",10689.73
"2002-07-05",10715.49
"2002-07-08",10805.65
"2002-07-09",10895.8
"2002-07-10",10818.53
"2002-07-11",10689.73
"2002-07-12",10702.61
"2002-07-15",10689.73
"2002-07-16",10586.7
"2002-07-17",10548.06
"2002-07-18",10651.1
"2002-07-19",10612.46
"2002-07-22",10457.91
"2002-07-23",10316.24
"2002-07-24",10187.45
"2002-07-25",10264.72
"2002-07-26",10058.65
"2002-07-29",10058.65
"2002-07-30",10174.57
"2002-07-31",10135.93
"2002-08-01",10097.29
"2002-08-02",10071.53
"2002-08-05",9968.5
"2002-08-06",9710.92
"2002-08-07",9826.83
"2002-08-08",9839.71
"2002-08-09",9955.62
"2002-08-12",9942.74
"2002-08-13",9929.86
"2002-08-14",10032.9
"2002-08-15",10045.77
"2002-08-16",10110.17
"2002-08-19",10045.77
"2002-08-20",10045.77
"2002-08-21",10084.41
"2002-08-22",10110.17
"2002-08-23",10110.17
"2002-08-26",10161.69
"2002-08-27",10226.08
"2002-08-28",10161.69
"2002-08-29",10097.29
"2002-08-30",10110.17
"2002-09-03",10020.02
"2002-09-04",9904.1
"2002-09-05",9878.34
"2002-09-06",9826.83
"2002-09-09",9801.07
"2002-09-10",9801.07
"2002-09-11",9813.95
"2002-09-12",9826.83
"2002-09-13",9762.43
"2002-09-16",9659.4
"2002-09-17",9698.04
"2002-09-18",9646.52
"2002-09-19",9659.4
"2002-09-20",9582.12
"2002-09-23",9479.09
"2002-09-24",9350.3
"2002-09-25",9350.3
"2002-09-26",9414.69
"2002-09-27",9466.21
"2002-09-30",9440.45
"2002-10-01",9324.54
"2002-10-02",9311.66
"2002-10-03",9260.14
"2002-10-04",9182.87
"2002-10-07",8989.68
"2002-10-08",8938.16
"2002-10-09",8886.65
"2002-10-10",8835.13
"2002-10-11",8963.92
"2002-10-14",8951.04
"2002-10-15",9092.71
"2002-10-16",9105.59
"2002-10-17",9144.23
"2002-10-18",9157.11
"2002-10-21",9221.51
"2002-10-22",9169.99
"2002-10-23",9169.99
"2002-10-24",9157.11
"2002-10-25",9221.51
"2002-10-28",9285.9
"2002-10-29",9260.14
"2002-10-30",9298.78
"2002-10-31",9350.3
"2002-11-01",9376.06
"2002-11-04",9453.33
"2002-11-05",9530.61
"2002-11-06",9530.61
"2002-11-07",9582.12
"2002-11-08",9607.88
"2002-11-11",9504.85
"2002-11-12",9504.85
"2002-11-13",9440.45
"2002-11-14",9388.94
"2002-11-15",9427.57
"2002-11-18",9376.06
"2002-11-19",9285.9
"2002-11-20",9273.02
"2002-11-21",9350.3
"2002-11-22",9401.81
"2002-11-25",9440.45
"2002-11-26",9401.81
"2002-11-27",9414.69
"2002-11-29",9556.36
"2002-12-02",9556.36
"2002-12-03",9543.49
"2002-12-04",9491.97
"2002-12-05",9466.21
"2002-12-06",9491.97
"2002-12-09",9453.33
"2002-12-10",9466.21
"2002-12-11",9466.21
"2002-12-12",9466.21
"2002-12-13",9491.97
"2002-12-16",9410.83
"2002-12-17",9463.4
"2002-12-18",9358.26
"2002-12-19",9358.26
"2002-12-20",9397.69
"2002-12-23",9384.54
"2002-12-24",9423.97
"2002-12-26",9502.84
"2002-12-27",9581.7
"2002-12-30",9634.27
"2002-12-31",9673.7
"2003-01-02",9647.42
"2003-01-03",9726.28
"2003-01-06",9870.86
"2003-01-07",9791.99
"2003-01-08",9699.99
"2003-01-09",9752.56
"2003-01-10",9791.99
"2003-01-13",9857.71
"2003-01-14",9949.72
"2003-01-15",9976.01
"2003-01-16",9976.01
"2003-01-17",9989.15
"2003-01-21",10002.29
"2003-01-22",9949.72
"2003-01-23",10015.44
"2003-01-24",10041.72
"2003-01-27",9910.29
"2003-01-28",9870.86
"2003-01-29",9805.14
"2003-01-30",9752.56
"2003-01-31",9699.99
"2003-02-03",9765.71
"2003-02-04",9857.71
"2003-02-05",9870.86
"2003-02-06",9844.57
"2003-02-07",9831.43
"2003-02-10",9778.85
"2003-02-11",9765.71
"2003-02-12",9805.14
"2003-02-13",9818.28
"2003-02-14",9818.28
"2003-02-18",9884
"2003-02-19",9910.29
"2003-02-20",9936.57
"2003-02-21",9884
"2003-02-24",9857.71
"2003-02-25",9726.28
"2003-02-26",9739.42
"2003-02-27",9699.99
"2003-02-28",9752.56
"2003-03-03",9857.71
"2003-03-04",9857.71
"2003-03-05",9870.86
"2003-03-06",9831.43
"2003-03-07",9752.56
"2003-03-10",9621.13
"2003-03-11",9529.12
"2003-03-12",9476.55
"2003-03-13",9450.26
"2003-03-14",9463.4
"2003-03-17",9397.69
"2003-03-18",9463.4
"2003-03-19",9463.4
"2003-03-20",9529.12
"2003-03-21",9529.12
"2003-03-24",9647.42
"2003-03-25",9634.27
"2003-03-26",9686.85
"2003-03-27",9713.13
"2003-03-28",9713.13
"2003-03-31",9660.56
"2003-04-01",9660.56
"2003-04-02",9713.13
"2003-04-03",9699.99
"2003-04-04",9739.42
"2003-04-07",9857.71
"2003-04-08",9870.86
"2003-04-09",9884
"2003-04-10",9976.01
"2003-04-11",9976.01
"2003-04-14",9989.15
"2003-04-15",10094.3
"2003-04-16",10160.02
"2003-04-17",10212.59
"2003-04-21",10225.73
"2003-04-22",10330.88
"2003-04-23",10357.17
"2003-04-24",10396.6
"2003-04-25",10370.31
"2003-04-28",10370.31
"2003-04-29",10449.18
"2003-04-30",10580.61
"2003-05-01",10725.19
"2003-05-02",10751.48
"2003-05-05",10856.63
"2003-05-06",11014.35
"2003-05-07",11080.07
"2003-05-08",11066.93
"2003-05-09",11119.5
"2003-05-12",11237.79
"2003-05-13",11264.08
"2003-05-14",11329.8
"2003-05-15",11356.09
"2003-05-16",11461.23
"2003-05-19",11408.66
"2003-05-20",11395.52
"2003-05-21",11382.37
"2003-05-22",11421.8
"2003-05-23",11526.95
"2003-05-27",11553.24
"2003-05-28",11553.24
"2003-05-29",11658.39
"2003-05-30",11645.24
"2003-06-02",11789.82
"2003-06-03",11789.82
"2003-06-04",11855.54
"2003-06-05",12052.7
"2003-06-06",12092.13
"2003-06-09",12144.7
"2003-06-10",12144.7
"2003-06-11",12276.14
"2003-06-12",12302.43
"2003-06-13",12355
"2003-06-16",12394.43
"2003-06-17",12420.72
"2003-06-18",12381.29
"2003-06-19",12368.14
"2003-06-20",12368.14
"2003-06-23",12328.71
"2003-06-24",12197.28
"2003-06-25",12315.57
"2003-06-26",12184.13
"2003-06-27",12262.99
"2003-06-30",12302.43
"2003-07-01",12394.43
"2003-07-02",12499.58
"2003-07-03",12499.58
"2003-07-07",12591.59
"2003-07-08",12565.3
"2003-07-09",12604.73
"2003-07-10",12644.16
"2003-07-11",12604.73
"2003-07-14",12723.02
"2003-07-15",12709.88
"2003-07-16",12644.16
"2003-07-17",12473.29
"2003-07-18",12512.72
"2003-07-21",12591.59
"2003-07-22",12565.3
"2003-07-23",12709.88
"2003-07-24",12788.74
"2003-07-25",12828.17
"2003-07-28",12907.03
"2003-07-29",12946.46
"2003-07-30",12880.74
"2003-07-31",12801.88
"2003-08-01",12920.18
"2003-08-04",12959.61
"2003-08-05",12933.32
"2003-08-06",12867.6
"2003-08-07",12907.03
"2003-08-08",12893.89
"2003-08-11",12972.75
"2003-08-12",13025.32
"2003-08-13",13117.33
"2003-08-14",13169.9
"2003-08-15",13183.05
"2003-08-18",13261.91
"2003-08-19",13288.2
"2003-08-20",13393.35
"2003-08-21",13419.63
"2003-08-22",13406.49
"2003-08-25",13380.2
"2003-08-26",13340.77
"2003-08-27",13367.06
"2003-08-28",13367.06
"2003-08-29",13511.64
"2003-09-02",13616.79
"2003-09-03",13721.94
"2003-09-04",13721.94
"2003-09-05",13787.65
"2003-09-08",13840.23
"2003-09-09",13879.66
